Year;Month;Decimal Year;Figure Reference;Sea_Area;Monthly_Average_Sea_Surface_Temperature_degrees_C;Latitude;Longitude
2008;6;2008.42;Figure 4.12;Minches and Malin Sea;12.3;57.03259;-6.552797
2008;7;2008.5;Figure 4.12;Minches and Malin Sea;13.1;57.03259;-6.552797
2008;8;2008.58;Figure 4.12;Minches and Malin Sea;14.45;57.03259;-6.552797
2008;9;2008.67;Figure 4.12;Minches and Malin Sea;14.06;57.03259;-6.552797
2008;10;2008.75;Figure 4.12;Minches and Malin Sea;12.73;57.03259;-6.552797
2008;11;2008.83;Figure 4.12;Minches and Malin Sea;10.91;57.03259;-6.552797
2008;12;2008.92;Figure 4.12;Minches and Malin Sea;9.36;57.03259;-6.552797
2009;1;2009;Figure 4.12;Minches and Malin Sea;8.5;57.03259;-6.552797
2009;2;2009.08;Figure 4.12;Minches and Malin Sea;7.99;57.03259;-6.552797
2009;3;2009.17;Figure 4.12;Minches and Malin Sea;8.14;57.03259;-6.552797
2009;4;2009.25;Figure 4.12;Minches and Malin Sea;8.93;57.03259;-6.552797
2009;5;2009.33;Figure 4.12;Minches and Malin Sea;10.1;57.03259;-6.552797
2009;6;2009.42;Figure 4.12;Minches and Malin Sea;12.39;57.03259;-6.552797
2009;7;2009.5;Figure 4.12;Minches and Malin Sea;14.37;57.03259;-6.552797
2009;8;2009.58;Figure 4.12;Minches and Malin Sea;14.44;57.03259;-6.552797
2009;9;2009.67;Figure 4.12;Minches and Malin Sea;14.16;57.03259;-6.552797
2009;10;2009.75;Figure 4.12;Minches and Malin Sea;13.37;57.03259;-6.552797
2009;11;2009.83;Figure 4.12;Minches and Malin Sea;12.16;57.03259;-6.552797
2009;12;2009.92;Figure 4.12;Minches and Malin Sea;10.4;57.03259;-6.552797
2010;1;2010;Figure 4.12;Minches and Malin Sea;8.71;57.03259;-6.552797
2010;2;2010.08;Figure 4.12;Minches and Malin Sea;7.6;57.03259;-6.552797
2010;3;2010.17;Figure 4.12;Minches and Malin Sea;7.77;57.03259;-6.552797
2010;4;2010.25;Figure 4.12;Minches and Malin Sea;8.39;57.03259;-6.552797
2010;5;2010.33;Figure 4.12;Minches and Malin Sea;9.53;57.03259;-6.552797
2010;6;2010.42;Figure 4.12;Minches and Malin Sea;12.46;57.03259;-6.552797
2010;7;2010.5;Figure 4.12;Minches and Malin Sea;13.55;57.03259;-6.552797
2010;8;2010.58;Figure 4.12;Minches and Malin Sea;14.19;57.03259;-6.552797
2010;9;2010.67;Figure 4.12;Minches and Malin Sea;14.08;57.03259;-6.552797
2010;10;2010.75;Figure 4.12;Minches and Malin Sea;12.95;57.03259;-6.552797
2010;11;2010.83;Figure 4.12;Minches and Malin Sea;11.31;57.03259;-6.552797
2010;12;2010.92;Figure 4.12;Minches and Malin Sea;9.3;57.03259;-6.552797
2011;1;2011;Figure 4.12;Minches and Malin Sea;8.25;57.03259;-6.552797
2011;2;2011.08;Figure 4.12;Minches and Malin Sea;7.87;57.03259;-6.552797
2011;3;2011.17;Figure 4.12;Minches and Malin Sea;8.06;57.03259;-6.552797
2011;4;2011.25;Figure 4.12;Minches and Malin Sea;9.02;57.03259;-6.552797
2011;5;2011.33;Figure 4.12;Minches and Malin Sea;10.46;57.03259;-6.552797
2011;6;2011.42;Figure 4.12;Minches and Malin Sea;11.69;57.03259;-6.552797
2011;7;2011.5;Figure 4.12;Minches and Malin Sea;13.7;57.03259;-6.552797
2011;8;2011.58;Figure 4.12;Minches and Malin Sea;14.33;57.03259;-6.552797
2011;9;2011.67;Figure 4.12;Minches and Malin Sea;13.68;57.03259;-6.552797
2011;10;2011.75;Figure 4.12;Minches and Malin Sea;12.86;57.03259;-6.552797
2011;11;2011.83;Figure 4.12;Minches and Malin Sea;12.06;57.03259;-6.552797
2011;12;2011.92;Figure 4.12;Minches and Malin Sea;10.24;57.03259;-6.552797
2012;1;2012;Figure 4.12;Minches and Malin Sea;8.91;57.03259;-6.552797
2012;2;2012.08;Figure 4.12;Minches and Malin Sea;8.22;57.03259;-6.552797
2012;3;2012.17;Figure 4.12;Minches and Malin Sea;8.66;57.03259;-6.552797
2012;4;2012.25;Figure 4.12;Minches and Malin Sea;9.13;57.03259;-6.552797
2012;5;2012.33;Figure 4.12;Minches and Malin Sea;10.05;57.03259;-6.552797
2012;6;2012.42;Figure 4.12;Minches and Malin Sea;12.01;57.03259;-6.552797
2012;7;2012.5;Figure 4.12;Minches and Malin Sea;12.87;57.03259;-6.552797
2012;8;2012.58;Figure 4.12;Minches and Malin Sea;14.29;57.03259;-6.552797
2012;9;2012.67;Figure 4.12;Minches and Malin Sea;13.6;57.03259;-6.552797
2012;10;2012.75;Figure 4.12;Minches and Malin Sea;12.47;57.03259;-6.552797
2012;11;2012.83;Figure 4.12;Minches and Malin Sea;11.04;57.03259;-6.552797
2012;12;2012.92;Figure 4.12;Minches and Malin Sea;9.58;57.03259;-6.552797
2013;1;2013;Figure 4.12;Minches and Malin Sea;8.5;57.03259;-6.552797
2013;2;2013.08;Figure 4.12;Minches and Malin Sea;7.65;57.03259;-6.552797
2013;3;2013.17;Figure 4.12;Minches and Malin Sea;7.3;57.03259;-6.552797
2013;4;2013.25;Figure 4.12;Minches and Malin Sea;7.68;57.03259;-6.552797
2013;5;2013.33;Figure 4.12;Minches and Malin Sea;8.97;57.03259;-6.552797
2013;6;2013.42;Figure 4.12;Minches and Malin Sea;11.67;57.03259;-6.552797
2013;7;2013.5;Figure 4.12;Minches and Malin Sea;13.68;57.03259;-6.552797
2013;8;2013.58;Figure 4.12;Minches and Malin Sea;14.76;57.03259;-6.552797
2013;9;2013.67;Figure 4.12;Minches and Malin Sea;13.77;57.03259;-6.552797
2013;10;2013.75;Figure 4.12;Minches and Malin Sea;13.14;57.03259;-6.552797
2013;11;2013.83;Figure 4.12;Minches and Malin Sea;11.48;57.03259;-6.552797
2013;12;2013.92;Figure 4.12;Minches and Malin Sea;10.03;57.03259;-6.552797
1997;1;1997;Figure 4.12;Hebrides;9.31;58.030118;-8.09854
1997;2;1997.08;Figure 4.12;Hebrides;9.08;58.030118;-8.09854
1997;3;1997.17;Figure 4.12;Hebrides;9;58.030118;-8.09854
1997;4;1997.25;Figure 4.12;Hebrides;9.46;58.030118;-8.09854
1997;5;1997.33;Figure 4.12;Hebrides;10.21;58.030118;-8.09854
1997;6;1997.42;Figure 4.12;Hebrides;11.88;58.030118;-8.09854
1997;7;1997.5;Figure 4.12;Hebrides;13.14;58.030118;-8.09854
1997;8;1997.58;Figure 4.12;Hebrides;14.84;58.030118;-8.09854
1997;9;1997.67;Figure 4.12;Hebrides;13.66;58.030118;-8.09854
1997;10;1997.75;Figure 4.12;Hebrides;12.82;58.030118;-8.09854
1997;11;1997.83;Figure 4.12;Hebrides;11.94;58.030118;-8.09854
1997;12;1997.92;Figure 4.12;Hebrides;10.92;58.030118;-8.09854
1998;1;1998;Figure 4.12;Hebrides;10.01;58.030118;-8.09854
1998;2;1998.08;Figure 4.12;Hebrides;9.66;58.030118;-8.09854
1998;3;1998.17;Figure 4.12;Hebrides;9.42;58.030118;-8.09854
1998;4;1998.25;Figure 4.12;Hebrides;9.35;58.030118;-8.09854
1998;5;1998.33;Figure 4.12;Hebrides;10.44;58.030118;-8.09854
1998;6;1998.42;Figure 4.12;Hebrides;11.55;58.030118;-8.09854
1998;7;1998.5;Figure 4.12;Hebrides;12.89;58.030118;-8.09854
1998;8;1998.58;Figure 4.12;Hebrides;13.39;58.030118;-8.09854
1998;9;1998.67;Figure 4.12;Hebrides;13.62;58.030118;-8.09854
1998;10;1998.75;Figure 4.12;Hebrides;12.09;58.030118;-8.09854
1998;11;1998.83;Figure 4.12;Hebrides;10.58;58.030118;-8.09854
1998;12;1998.92;Figure 4.12;Hebrides;9.92;58.030118;-8.09854
1999;1;1999;Figure 4.12;Hebrides;9.33;58.030118;-8.09854
1999;2;1999.08;Figure 4.12;Hebrides;8.86;58.030118;-8.09854
1999;3;1999.17;Figure 4.12;Hebrides;8.75;58.030118;-8.09854
1999;4;1999.25;Figure 4.12;Hebrides;9.18;58.030118;-8.09854
1999;5;1999.33;Figure 4.12;Hebrides;10.24;58.030118;-8.09854
1999;6;1999.42;Figure 4.12;Hebrides;10.96;58.030118;-8.09854
1999;7;1999.5;Figure 4.12;Hebrides;12.86;58.030118;-8.09854
1999;8;1999.58;Figure 4.12;Hebrides;14.09;58.030118;-8.09854
1999;9;1999.67;Figure 4.12;Hebrides;13.28;58.030118;-8.09854
1999;10;1999.75;Figure 4.12;Hebrides;12.38;58.030118;-8.09854
1999;11;1999.83;Figure 4.12;Hebrides;11.23;58.030118;-8.09854
1999;12;1999.92;Figure 4.12;Hebrides;9.75;58.030118;-8.09854
2000;1;2000;Figure 4.12;Hebrides;9.14;58.030118;-8.09854
2000;2;2000.08;Figure 4.12;Hebrides;8.87;58.030118;-8.09854
2000;3;2000.17;Figure 4.12;Hebrides;9;58.030118;-8.09854
2000;4;2000.25;Figure 4.12;Hebrides;8.88;58.030118;-8.09854
2000;5;2000.33;Figure 4.12;Hebrides;10.39;58.030118;-8.09854
2000;6;2000.42;Figure 4.12;Hebrides;11.26;58.030118;-8.09854
2000;7;2000.5;Figure 4.12;Hebrides;12.73;58.030118;-8.09854
2000;8;2000.58;Figure 4.12;Hebrides;14.71;58.030118;-8.09854
2000;9;2000.67;Figure 4.12;Hebrides;14;58.030118;-8.09854
2000;10;2000.75;Figure 4.12;Hebrides;12.17;58.030118;-8.09854
2000;11;2000.83;Figure 4.12;Hebrides;10.49;58.030118;-8.09854
2000;12;2000.92;Figure 4.12;Hebrides;10.09;58.030118;-8.09854
2001;1;2001;Figure 4.12;Hebrides;9.43;58.030118;-8.09854
2001;2;2001.08;Figure 4.12;Hebrides;8.62;58.030118;-8.09854
2001;3;2001.17;Figure 4.12;Hebrides;8.57;58.030118;-8.09854
2001;4;2001.25;Figure 4.12;Hebrides;8.77;58.030118;-8.09854
2001;5;2001.33;Figure 4.12;Hebrides;10.38;58.030118;-8.09854
2001;6;2001.42;Figure 4.12;Hebrides;11.43;58.030118;-8.09854
2001;7;2001.5;Figure 4.12;Hebrides;12.93;58.030118;-8.09854
2001;8;2001.58;Figure 4.12;Hebrides;14.09;58.030118;-8.09854
2001;9;2001.67;Figure 4.12;Hebrides;13.51;58.030118;-8.09854
2001;10;2001.75;Figure 4.12;Hebrides;12.81;58.030118;-8.09854
2001;11;2001.83;Figure 4.12;Hebrides;11.49;58.030118;-8.09854
2001;12;2001.92;Figure 4.12;Hebrides;10.44;58.030118;-8.09854
2002;1;2002;Figure 4.12;Hebrides;9.96;58.030118;-8.09854
2002;2;2002.08;Figure 4.12;Hebrides;9.63;58.030118;-8.09854
2002;3;2002.17;Figure 4.12;Hebrides;9.22;58.030118;-8.09854
2002;4;2002.25;Figure 4.12;Hebrides;9.6;58.030118;-8.09854
2002;5;2002.33;Figure 4.12;Hebrides;10.39;58.030118;-8.09854
2002;6;2002.42;Figure 4.12;Hebrides;11.98;58.030118;-8.09854
2002;7;2002.5;Figure 4.12;Hebrides;13.14;58.030118;-8.09854
2002;8;2002.58;Figure 4.12;Hebrides;13.88;58.030118;-8.09854
2002;9;2002.67;Figure 4.12;Hebrides;13.58;58.030118;-8.09854
2002;10;2002.75;Figure 4.12;Hebrides;12.82;58.030118;-8.09854
2002;11;2002.83;Figure 4.12;Hebrides;11.3;58.030118;-8.09854
2002;12;2002.92;Figure 4.12;Hebrides;10.64;58.030118;-8.09854
2003;1;2003;Figure 4.12;Hebrides;10.06;58.030118;-8.09854
2003;2;2003.08;Figure 4.12;Hebrides;9.29;58.030118;-8.09854
2003;3;2003.17;Figure 4.12;Hebrides;9.41;58.030118;-8.09854
2003;4;2003.25;Figure 4.12;Hebrides;10.1;58.030118;-8.09854
2003;5;2003.33;Figure 4.12;Hebrides;10.56;58.030118;-8.09854
2003;6;2003.42;Figure 4.12;Hebrides;12.14;58.030118;-8.09854
2003;7;2003.5;Figure 4.12;Hebrides;13.94;58.030118;-8.09854
2003;8;2003.58;Figure 4.12;Hebrides;14.84;58.030118;-8.09854
2003;9;2003.67;Figure 4.12;Hebrides;14.21;58.030118;-8.09854
2003;10;2003.75;Figure 4.12;Hebrides;12.53;58.030118;-8.09854
2003;11;2003.83;Figure 4.12;Hebrides;11.47;58.030118;-8.09854
2003;12;2003.92;Figure 4.12;Hebrides;10.74;58.030118;-8.09854
2004;1;2004;Figure 4.12;Hebrides;10;58.030118;-8.09854
2004;2;2004.08;Figure 4.12;Hebrides;9.47;58.030118;-8.09854
2004;3;2004.17;Figure 4.12;Hebrides;9.52;58.030118;-8.09854
2004;4;2004.25;Figure 4.12;Hebrides;9.5;58.030118;-8.09854
2004;5;2004.33;Figure 4.12;Hebrides;10.24;58.030118;-8.09854
2004;6;2004.42;Figure 4.12;Hebrides;12.07;58.030118;-8.09854
2004;7;2004.5;Figure 4.12;Hebrides;13.63;58.030118;-8.09854
2004;8;2004.58;Figure 4.12;Hebrides;14.79;58.030118;-8.09854
2004;9;2004.67;Figure 4.12;Hebrides;13.73;58.030118;-8.09854
2004;10;2004.75;Figure 4.12;Hebrides;12.2;58.030118;-8.09854
2004;11;2004.83;Figure 4.12;Hebrides;11.24;58.030118;-8.09854
2004;12;2004.92;Figure 4.12;Hebrides;10.56;58.030118;-8.09854
2005;1;2005;Figure 4.12;Hebrides;9.49;58.030118;-8.09854
2005;2;2005.08;Figure 4.12;Hebrides;9.19;58.030118;-8.09854
2005;3;2005.17;Figure 4.12;Hebrides;9.08;58.030118;-8.09854
2005;4;2005.25;Figure 4.12;Hebrides;9.57;58.030118;-8.09854
2005;5;2005.33;Figure 4.12;Hebrides;10.3;58.030118;-8.09854
2005;6;2005.42;Figure 4.12;Hebrides;11.87;58.030118;-8.09854
2005;7;2005.5;Figure 4.12;Hebrides;13.1;58.030118;-8.09854
2005;8;2005.58;Figure 4.12;Hebrides;13.8;58.030118;-8.09854
2005;9;2005.67;Figure 4.12;Hebrides;13.41;58.030118;-8.09854
2005;10;2005.75;Figure 4.12;Hebrides;12.46;58.030118;-8.09854
2005;11;2005.83;Figure 4.12;Hebrides;11.53;58.030118;-8.09854
2005;12;2005.92;Figure 4.12;Hebrides;10.54;58.030118;-8.09854
2006;1;2006;Figure 4.12;Hebrides;9.9;58.030118;-8.09854
2006;2;2006.08;Figure 4.12;Hebrides;9.62;58.030118;-8.09854
2006;3;2006.17;Figure 4.12;Hebrides;9.22;58.030118;-8.09854
2006;4;2006.25;Figure 4.12;Hebrides;9.11;58.030118;-8.09854
2006;5;2006.33;Figure 4.12;Hebrides;9.83;58.030118;-8.09854
2006;6;2006.42;Figure 4.12;Hebrides;11.66;58.030118;-8.09854
2006;7;2006.5;Figure 4.12;Hebrides;13.58;58.030118;-8.09854
2006;8;2006.58;Figure 4.12;Hebrides;13.86;58.030118;-8.09854
2006;9;2006.67;Figure 4.12;Hebrides;13.98;58.030118;-8.09854
2006;10;2006.75;Figure 4.12;Hebrides;13.1;58.030118;-8.09854
2006;11;2006.83;Figure 4.12;Hebrides;11.73;58.030118;-8.09854
2006;12;2006.92;Figure 4.12;Hebrides;10.59;58.030118;-8.09854
2007;1;2007;Figure 4.12;Hebrides;9.89;58.030118;-8.09854
2007;2;2007.08;Figure 4.12;Hebrides;9.39;58.030118;-8.09854
2007;3;2007.17;Figure 4.12;Hebrides;9.36;58.030118;-8.09854
2007;4;2007.25;Figure 4.12;Hebrides;9.87;58.030118;-8.09854
2007;5;2007.33;Figure 4.12;Hebrides;10.79;58.030118;-8.09854
2007;6;2007.42;Figure 4.12;Hebrides;12.64;58.030118;-8.09854
2007;7;2007.5;Figure 4.12;Hebrides;13.54;58.030118;-8.09854
2007;8;2007.58;Figure 4.12;Hebrides;13.58;58.030118;-8.09854
2007;9;2007.67;Figure 4.12;Hebrides;13.21;58.030118;-8.09854
2007;10;2007.75;Figure 4.12;Hebrides;12.49;58.030118;-8.09854
2007;11;2007.83;Figure 4.12;Hebrides;11.47;58.030118;-8.09854
2007;12;2007.92;Figure 4.12;Hebrides;10.55;58.030118;-8.09854
2008;1;2008;Figure 4.12;Hebrides;9.88;58.030118;-8.09854
2008;2;2008.08;Figure 4.12;Hebrides;9.25;58.030118;-8.09854
2008;3;2008.17;Figure 4.12;Hebrides;9.06;58.030118;-8.09854
2008;4;2008.25;Figure 4.12;Hebrides;9.3;58.030118;-8.09854
2008;5;2008.33;Figure 4.12;Hebrides;11.25;58.030118;-8.09854
2008;6;2008.42;Figure 4.12;Hebrides;12.57;58.030118;-8.09854
2008;7;2008.5;Figure 4.12;Hebrides;13.14;58.030118;-8.09854
2008;8;2008.58;Figure 4.12;Hebrides;14.34;58.030118;-8.09854
2008;9;2008.67;Figure 4.12;Hebrides;13.82;58.030118;-8.09854
2008;10;2008.75;Figure 4.12;Hebrides;12.23;58.030118;-8.09854
2008;11;2008.83;Figure 4.12;Hebrides;10.74;58.030118;-8.09854
2008;12;2008.92;Figure 4.12;Hebrides;9.84;58.030118;-8.09854
2009;1;2009;Figure 4.12;Hebrides;9.45;58.030118;-8.09854
2009;2;2009.08;Figure 4.12;Hebrides;9.32;58.030118;-8.09854
2009;3;2009.17;Figure 4.12;Hebrides;9.34;58.030118;-8.09854
2009;4;2009.25;Figure 4.12;Hebrides;9.68;58.030118;-8.09854
2009;5;2009.33;Figure 4.12;Hebrides;10.45;58.030118;-8.09854
2009;6;2009.42;Figure 4.12;Hebrides;12.41;58.030118;-8.09854
2009;7;2009.5;Figure 4.12;Hebrides;14.33;58.030118;-8.09854
2009;8;2009.58;Figure 4.12;Hebrides;14.23;58.030118;-8.09854
2009;9;2009.67;Figure 4.12;Hebrides;13.64;58.030118;-8.09854
2009;10;2009.75;Figure 4.12;Hebrides;12.62;58.030118;-8.09854
2009;11;2009.83;Figure 4.12;Hebrides;11.71;58.030118;-8.09854
2009;12;2009.92;Figure 4.12;Hebrides;10.56;58.030118;-8.09854
2010;1;2010;Figure 4.12;Hebrides;9.66;58.030118;-8.09854
2010;2;2010.08;Figure 4.12;Hebrides;8.98;58.030118;-8.09854
2010;3;2010.17;Figure 4.12;Hebrides;9.07;58.030118;-8.09854
2010;4;2010.25;Figure 4.12;Hebrides;9.31;58.030118;-8.09854
2010;5;2010.33;Figure 4.12;Hebrides;9.9;58.030118;-8.09854
2010;6;2010.42;Figure 4.12;Hebrides;12.54;58.030118;-8.09854
2010;7;2010.5;Figure 4.12;Hebrides;13.58;58.030118;-8.09854
2010;8;2010.58;Figure 4.12;Hebrides;14.12;58.030118;-8.09854
2010;9;2010.67;Figure 4.12;Hebrides;13.71;58.030118;-8.09854
2010;10;2010.75;Figure 4.12;Hebrides;12.51;58.030118;-8.09854
2010;11;2010.83;Figure 4.12;Hebrides;11.17;58.030118;-8.09854
2010;12;2010.92;Figure 4.12;Hebrides;9.93;58.030118;-8.09854
2011;1;2011;Figure 4.12;Hebrides;9.49;58.030118;-8.09854
2011;2;2011.08;Figure 4.12;Hebrides;9.21;58.030118;-8.09854
2011;3;2011.17;Figure 4.12;Hebrides;9.19;58.030118;-8.09854
2011;4;2011.25;Figure 4.12;Hebrides;9.7;58.030118;-8.09854
2011;5;2011.33;Figure 4.12;Hebrides;10.68;58.030118;-8.09854
2011;6;2011.42;Figure 4.12;Hebrides;11.44;58.030118;-8.09854
2011;7;2011.5;Figure 4.12;Hebrides;13.12;58.030118;-8.09854
2011;8;2011.58;Figure 4.12;Hebrides;13.81;58.030118;-8.09854
2011;9;2011.67;Figure 4.12;Hebrides;13.11;58.030118;-8.09854
2011;10;2011.75;Figure 4.12;Hebrides;12.19;58.030118;-8.09854
2011;11;2011.83;Figure 4.12;Hebrides;11.62;58.030118;-8.09854
2011;12;2011.92;Figure 4.12;Hebrides;10.46;58.030118;-8.09854
2012;1;2012;Figure 4.12;Hebrides;9.79;58.030118;-8.09854
2012;2;2012.08;Figure 4.12;Hebrides;9.27;58.030118;-8.09854
2012;3;2012.17;Figure 4.12;Hebrides;9.5;58.030118;-8.09854
2012;4;2012.25;Figure 4.12;Hebrides;9.71;58.030118;-8.09854
2012;5;2012.33;Figure 4.12;Hebrides;10.29;58.030118;-8.09854
2012;6;2012.42;Figure 4.12;Hebrides;11.9;58.030118;-8.09854
2012;7;2012.5;Figure 4.12;Hebrides;12.55;58.030118;-8.09854
2012;8;2012.58;Figure 4.12;Hebrides;14.01;58.030118;-8.09854
2012;9;2012.67;Figure 4.12;Hebrides;13.04;58.030118;-8.09854
2012;10;2012.75;Figure 4.12;Hebrides;11.86;58.030118;-8.09854
2012;11;2012.83;Figure 4.12;Hebrides;10.74;58.030118;-8.09854
2012;12;2012.92;Figure 4.12;Hebrides;9.98;58.030118;-8.09854
2013;1;2013;Figure 4.12;Hebrides;9.42;58.030118;-8.09854
2013;2;2013.08;Figure 4.12;Hebrides;8.97;58.030118;-8.09854
2013;3;2013.17;Figure 4.12;Hebrides;8.77;58.030118;-8.09854
2013;4;2013.25;Figure 4.12;Hebrides;8.98;58.030118;-8.09854
2013;5;2013.33;Figure 4.12;Hebrides;9.56;58.030118;-8.09854
2013;6;2013.42;Figure 4.12;Hebrides;11.7;58.030118;-8.09854
2013;7;2013.5;Figure 4.12;Hebrides;13.2;58.030118;-8.09854
2013;8;2013.58;Figure 4.12;Hebrides;14.28;58.030118;-8.09854
2013;9;2013.67;Figure 4.12;Hebrides;13.14;58.030118;-8.09854
2013;10;2013.75;Figure 4.12;Hebrides;12.49;58.030118;-8.09854
2013;11;2013.83;Figure 4.12;Hebrides;11.16;58.030118;-8.09854
2013;12;2013.92;Figure 4.12;Hebrides;10.26;58.030118;-8.09854
1997;1;1997;Figure 4.12;Rockall;9.65;56.618876;-11.140665
1997;2;1997.08;Figure 4.12;Rockall;9.59;56.618876;-11.140665
1997;3;1997.17;Figure 4.12;Rockall;9.44;56.618876;-11.140665
1997;4;1997.25;Figure 4.12;Rockall;9.9;56.618876;-11.140665
1997;5;1997.33;Figure 4.12;Rockall;10.61;56.618876;-11.140665
1997;6;1997.42;Figure 4.12;Rockall;12.33;56.618876;-11.140665
1997;7;1997.5;Figure 4.12;Rockall;13.68;56.618876;-11.140665
1997;8;1997.58;Figure 4.12;Rockall;14.91;56.618876;-11.140665
1997;9;1997.67;Figure 4.12;Rockall;13.81;56.618876;-11.140665
1997;10;1997.75;Figure 4.12;Rockall;12.82;56.618876;-11.140665
1997;11;1997.83;Figure 4.12;Rockall;11.92;56.618876;-11.140665
1997;12;1997.92;Figure 4.12;Rockall;11.09;56.618876;-11.140665
1998;1;1998;Figure 4.12;Rockall;10.33;56.618876;-11.140665
1998;2;1998.08;Figure 4.12;Rockall;10.12;56.618876;-11.140665
1998;3;1998.17;Figure 4.12;Rockall;9.77;56.618876;-11.140665
1998;4;1998.25;Figure 4.12;Rockall;9.87;56.618876;-11.140665
1998;5;1998.33;Figure 4.12;Rockall;10.87;56.618876;-11.140665
1998;6;1998.42;Figure 4.12;Rockall;11.96;56.618876;-11.140665
1998;7;1998.5;Figure 4.12;Rockall;13.2;56.618876;-11.140665
1998;8;1998.58;Figure 4.12;Rockall;13.59;56.618876;-11.140665
1998;9;1998.67;Figure 4.12;Rockall;13.44;56.618876;-11.140665
1998;10;1998.75;Figure 4.12;Rockall;12.17;56.618876;-11.140665
1998;11;1998.83;Figure 4.12;Rockall;10.72;56.618876;-11.140665
1998;12;1998.92;Figure 4.12;Rockall;10.24;56.618876;-11.140665
1999;1;1999;Figure 4.12;Rockall;9.84;56.618876;-11.140665
1999;2;1999.08;Figure 4.12;Rockall;9.61;56.618876;-11.140665
1999;3;1999.17;Figure 4.12;Rockall;9.6;56.618876;-11.140665
1999;4;1999.25;Figure 4.12;Rockall;9.78;56.618876;-11.140665
1999;5;1999.33;Figure 4.12;Rockall;10.68;56.618876;-11.140665
1999;6;1999.42;Figure 4.12;Rockall;11.3;56.618876;-11.140665
1999;7;1999.5;Figure 4.12;Rockall;12.79;56.618876;-11.140665
1999;8;1999.58;Figure 4.12;Rockall;14.34;56.618876;-11.140665
1999;9;1999.67;Figure 4.12;Rockall;13.21;56.618876;-11.140665
1999;10;1999.75;Figure 4.12;Rockall;12.14;56.618876;-11.140665
1999;11;1999.83;Figure 4.12;Rockall;11.06;56.618876;-11.140665
1999;12;1999.92;Figure 4.12;Rockall;9.92;56.618876;-11.140665
2000;1;2000;Figure 4.12;Rockall;9.64;56.618876;-11.140665
2000;2;2000.08;Figure 4.12;Rockall;9.49;56.618876;-11.140665
2000;3;2000.17;Figure 4.12;Rockall;9.67;56.618876;-11.140665
2000;4;2000.25;Figure 4.12;Rockall;9.45;56.618876;-11.140665
2000;5;2000.33;Figure 4.12;Rockall;10.69;56.618876;-11.140665
2000;6;2000.42;Figure 4.12;Rockall;11.67;56.618876;-11.140665
2000;7;2000.5;Figure 4.12;Rockall;13.33;56.618876;-11.140665
2000;8;2000.58;Figure 4.12;Rockall;15.06;56.618876;-11.140665
2000;9;2000.67;Figure 4.12;Rockall;14.02;56.618876;-11.140665
2000;10;2000.75;Figure 4.12;Rockall;12.01;56.618876;-11.140665
2000;11;2000.83;Figure 4.12;Rockall;10.47;56.618876;-11.140665
2000;12;2000.92;Figure 4.12;Rockall;10.15;56.618876;-11.140665
2001;1;2001;Figure 4.12;Rockall;9.81;56.618876;-11.140665
2001;2;2001.08;Figure 4.12;Rockall;9.59;56.618876;-11.140665
2001;3;2001.17;Figure 4.12;Rockall;9.52;56.618876;-11.140665
2001;4;2001.25;Figure 4.12;Rockall;9.72;56.618876;-11.140665
2001;5;2001.33;Figure 4.12;Rockall;11.03;56.618876;-11.140665
2001;6;2001.42;Figure 4.12;Rockall;11.84;56.618876;-11.140665
2001;7;2001.5;Figure 4.12;Rockall;13.56;56.618876;-11.140665
2001;8;2001.58;Figure 4.12;Rockall;14.55;56.618876;-11.140665
2001;9;2001.67;Figure 4.12;Rockall;13.79;56.618876;-11.140665
2001;10;2001.75;Figure 4.12;Rockall;12.92;56.618876;-11.140665
2001;11;2001.83;Figure 4.12;Rockall;11.54;56.618876;-11.140665
2001;12;2001.92;Figure 4.12;Rockall;10.65;56.618876;-11.140665
2002;1;2002;Figure 4.12;Rockall;10.29;56.618876;-11.140665
2002;2;2002.08;Figure 4.12;Rockall;9.98;56.618876;-11.140665
2002;3;2002.17;Figure 4.12;Rockall;9.88;56.618876;-11.140665
2002;4;2002.25;Figure 4.12;Rockall;10.1;56.618876;-11.140665
2002;5;2002.33;Figure 4.12;Rockall;10.75;56.618876;-11.140665
2002;6;2002.42;Figure 4.12;Rockall;12.09;56.618876;-11.140665
2002;7;2002.5;Figure 4.12;Rockall;13.16;56.618876;-11.140665
2002;8;2002.58;Figure 4.12;Rockall;13.77;56.618876;-11.140665
2002;9;2002.67;Figure 4.12;Rockall;13.52;56.618876;-11.140665
2002;10;2002.75;Figure 4.12;Rockall;12.88;56.618876;-11.140665
2002;11;2002.83;Figure 4.12;Rockall;11.34;56.618876;-11.140665
2002;12;2002.92;Figure 4.12;Rockall;10.7;56.618876;-11.140665
2003;1;2003;Figure 4.12;Rockall;10.48;56.618876;-11.140665
2003;2;2003.08;Figure 4.12;Rockall;9.91;56.618876;-11.140665
2003;3;2003.17;Figure 4.12;Rockall;9.95;56.618876;-11.140665
2003;4;2003.25;Figure 4.12;Rockall;10.7;56.618876;-11.140665
2003;5;2003.33;Figure 4.12;Rockall;10.88;56.618876;-11.140665
2003;6;2003.42;Figure 4.12;Rockall;12.11;56.618876;-11.140665
2003;7;2003.5;Figure 4.12;Rockall;13.91;56.618876;-11.140665
2003;8;2003.58;Figure 4.12;Rockall;14.69;56.618876;-11.140665
2003;9;2003.67;Figure 4.12;Rockall;14.24;56.618876;-11.140665
