Year;Month;Decimal Year;Figure Reference;Sea_Area;Monthly_Average_Sea_Surface_Temperature_degrees_C;Latitude;Longitude
2003;10;2003.75;Figure 4.12;Rockall;12.56;56.618876;-11.140665
2003;11;2003.83;Figure 4.12;Rockall;11.4;56.618876;-11.140665
2003;12;2003.92;Figure 4.12;Rockall;10.8;56.618876;-11.140665
2004;1;2004;Figure 4.12;Rockall;10.32;56.618876;-11.140665
2004;2;2004.08;Figure 4.12;Rockall;10.08;56.618876;-11.140665
2004;3;2004.17;Figure 4.12;Rockall;10.02;56.618876;-11.140665
2004;4;2004.25;Figure 4.12;Rockall;10.09;56.618876;-11.140665
2004;5;2004.33;Figure 4.12;Rockall;10.83;56.618876;-11.140665
2004;6;2004.42;Figure 4.12;Rockall;12.26;56.618876;-11.140665
2004;7;2004.5;Figure 4.12;Rockall;13.61;56.618876;-11.140665
2004;8;2004.58;Figure 4.12;Rockall;14.52;56.618876;-11.140665
2004;9;2004.67;Figure 4.12;Rockall;13.52;56.618876;-11.140665
2004;10;2004.75;Figure 4.12;Rockall;11.92;56.618876;-11.140665
2004;11;2004.83;Figure 4.12;Rockall;11.11;56.618876;-11.140665
2004;12;2004.92;Figure 4.12;Rockall;10.65;56.618876;-11.140665
2005;1;2005;Figure 4.12;Rockall;10.03;56.618876;-11.140665
2005;2;2005.08;Figure 4.12;Rockall;9.95;56.618876;-11.140665
2005;3;2005.17;Figure 4.12;Rockall;9.97;56.618876;-11.140665
2005;4;2005.25;Figure 4.12;Rockall;10.29;56.618876;-11.140665
2005;5;2005.33;Figure 4.12;Rockall;11.05;56.618876;-11.140665
2005;6;2005.42;Figure 4.12;Rockall;12.51;56.618876;-11.140665
2005;7;2005.5;Figure 4.12;Rockall;13.36;56.618876;-11.140665
2005;8;2005.58;Figure 4.12;Rockall;14.2;56.618876;-11.140665
2005;9;2005.67;Figure 4.12;Rockall;13.61;56.618876;-11.140665
2005;10;2005.75;Figure 4.12;Rockall;12.48;56.618876;-11.140665
2005;11;2005.83;Figure 4.12;Rockall;11.51;56.618876;-11.140665
2005;12;2005.92;Figure 4.12;Rockall;10.95;56.618876;-11.140665
2006;1;2006;Figure 4.12;Rockall;10.6;56.618876;-11.140665
2006;2;2006.08;Figure 4.12;Rockall;10.38;56.618876;-11.140665
2006;3;2006.17;Figure 4.12;Rockall;10.26;56.618876;-11.140665
2006;4;2006.25;Figure 4.12;Rockall;10.2;56.618876;-11.140665
2006;5;2006.33;Figure 4.12;Rockall;10.82;56.618876;-11.140665
2006;6;2006.42;Figure 4.12;Rockall;12.11;56.618876;-11.140665
2006;7;2006.5;Figure 4.12;Rockall;13.6;56.618876;-11.140665
2006;8;2006.58;Figure 4.12;Rockall;13.95;56.618876;-11.140665
2006;9;2006.67;Figure 4.12;Rockall;13.92;56.618876;-11.140665
2006;10;2006.75;Figure 4.12;Rockall;12.92;56.618876;-11.140665
2006;11;2006.83;Figure 4.12;Rockall;11.56;56.618876;-11.140665
2006;12;2006.92;Figure 4.12;Rockall;10.65;56.618876;-11.140665
2007;1;2007;Figure 4.12;Rockall;10.44;56.618876;-11.140665
2007;2;2007.08;Figure 4.12;Rockall;10.16;56.618876;-11.140665
2007;3;2007.17;Figure 4.12;Rockall;10.09;56.618876;-11.140665
2007;4;2007.25;Figure 4.12;Rockall;10.58;56.618876;-11.140665
2007;5;2007.33;Figure 4.12;Rockall;11.34;56.618876;-11.140665
2007;6;2007.42;Figure 4.12;Rockall;12.83;56.618876;-11.140665
2007;7;2007.5;Figure 4.12;Rockall;13.98;56.618876;-11.140665
2007;8;2007.58;Figure 4.12;Rockall;14.2;56.618876;-11.140665
2007;9;2007.67;Figure 4.12;Rockall;13.99;56.618876;-11.140665
2007;10;2007.75;Figure 4.12;Rockall;12.96;56.618876;-11.140665
2007;11;2007.83;Figure 4.12;Rockall;11.89;56.618876;-11.140665
2007;12;2007.92;Figure 4.12;Rockall;11.11;56.618876;-11.140665
2008;1;2008;Figure 4.12;Rockall;10.65;56.618876;-11.140665
2008;2;2008.08;Figure 4.12;Rockall;10.31;56.618876;-11.140665
2008;3;2008.17;Figure 4.12;Rockall;9.98;56.618876;-11.140665
2008;4;2008.25;Figure 4.12;Rockall;10.26;56.618876;-11.140665
2008;5;2008.33;Figure 4.12;Rockall;11.92;56.618876;-11.140665
2008;6;2008.42;Figure 4.12;Rockall;12.84;56.618876;-11.140665
2008;7;2008.5;Figure 4.12;Rockall;13.46;56.618876;-11.140665
2008;8;2008.58;Figure 4.12;Rockall;14.47;56.618876;-11.140665
2008;9;2008.67;Figure 4.12;Rockall;13.84;56.618876;-11.140665
2008;10;2008.75;Figure 4.12;Rockall;12.3;56.618876;-11.140665
2008;11;2008.83;Figure 4.12;Rockall;11.09;56.618876;-11.140665
2008;12;2008.92;Figure 4.12;Rockall;10.48;56.618876;-11.140665
2009;1;2009;Figure 4.12;Rockall;10.36;56.618876;-11.140665
2009;2;2009.08;Figure 4.12;Rockall;10.26;56.618876;-11.140665
2009;3;2009.17;Figure 4.12;Rockall;10.4;56.618876;-11.140665
2009;4;2009.25;Figure 4.12;Rockall;10.47;56.618876;-11.140665
2009;5;2009.33;Figure 4.12;Rockall;10.94;56.618876;-11.140665
2009;6;2009.42;Figure 4.12;Rockall;12.7;56.618876;-11.140665
2009;7;2009.5;Figure 4.12;Rockall;14.69;56.618876;-11.140665
2009;8;2009.58;Figure 4.12;Rockall;14.26;56.618876;-11.140665
2009;9;2009.67;Figure 4.12;Rockall;13.35;56.618876;-11.140665
2009;10;2009.75;Figure 4.12;Rockall;12.54;56.618876;-11.140665
2009;11;2009.83;Figure 4.12;Rockall;11.73;56.618876;-11.140665
2009;12;2009.92;Figure 4.12;Rockall;10.86;56.618876;-11.140665
2010;1;2010;Figure 4.12;Rockall;10.45;56.618876;-11.140665
2010;2;2010.08;Figure 4.12;Rockall;10.12;56.618876;-11.140665
2010;3;2010.17;Figure 4.12;Rockall;10.18;56.618876;-11.140665
2010;4;2010.25;Figure 4.12;Rockall;10.35;56.618876;-11.140665
2010;5;2010.33;Figure 4.12;Rockall;10.86;56.618876;-11.140665
2010;6;2010.42;Figure 4.12;Rockall;13.28;56.618876;-11.140665
2010;7;2010.5;Figure 4.12;Rockall;13.78;56.618876;-11.140665
2010;8;2010.58;Figure 4.12;Rockall;14.38;56.618876;-11.140665
2010;9;2010.67;Figure 4.12;Rockall;14.09;56.618876;-11.140665
2010;10;2010.75;Figure 4.12;Rockall;12.89;56.618876;-11.140665
2010;11;2010.83;Figure 4.12;Rockall;11.49;56.618876;-11.140665
2010;12;2010.92;Figure 4.12;Rockall;10.5;56.618876;-11.140665
2011;1;2011;Figure 4.12;Rockall;10.31;56.618876;-11.140665
2011;2;2011.08;Figure 4.12;Rockall;10.18;56.618876;-11.140665
2011;3;2011.17;Figure 4.12;Rockall;10.1;56.618876;-11.140665
2011;4;2011.25;Figure 4.12;Rockall;10.51;56.618876;-11.140665
2011;5;2011.33;Figure 4.12;Rockall;11.08;56.618876;-11.140665
2011;6;2011.42;Figure 4.12;Rockall;11.49;56.618876;-11.140665
2011;7;2011.5;Figure 4.12;Rockall;12.92;56.618876;-11.140665
2011;8;2011.58;Figure 4.12;Rockall;13.58;56.618876;-11.140665
2011;9;2011.67;Figure 4.12;Rockall;13.12;56.618876;-11.140665
2011;10;2011.75;Figure 4.12;Rockall;12.05;56.618876;-11.140665
2011;11;2011.83;Figure 4.12;Rockall;11.46;56.618876;-11.140665
2011;12;2011.92;Figure 4.12;Rockall;10.67;56.618876;-11.140665
2012;1;2012;Figure 4.12;Rockall;10.35;56.618876;-11.140665
2012;2;2012.08;Figure 4.12;Rockall;10.12;56.618876;-11.140665
2012;3;2012.17;Figure 4.12;Rockall;10.15;56.618876;-11.140665
2012;4;2012.25;Figure 4.12;Rockall;10.27;56.618876;-11.140665
2012;5;2012.33;Figure 4.12;Rockall;10.8;56.618876;-11.140665
2012;6;2012.42;Figure 4.12;Rockall;12.13;56.618876;-11.140665
2012;7;2012.5;Figure 4.12;Rockall;12.84;56.618876;-11.140665
2012;8;2012.58;Figure 4.12;Rockall;14.32;56.618876;-11.140665
2012;9;2012.67;Figure 4.12;Rockall;13.3;56.618876;-11.140665
2012;10;2012.75;Figure 4.12;Rockall;11.92;56.618876;-11.140665
2012;11;2012.83;Figure 4.12;Rockall;10.93;56.618876;-11.140665
2012;12;2012.92;Figure 4.12;Rockall;10.54;56.618876;-11.140665
2013;1;2013;Figure 4.12;Rockall;10.23;56.618876;-11.140665
2013;2;2013.08;Figure 4.12;Rockall;10.16;56.618876;-11.140665
2013;3;2013.17;Figure 4.12;Rockall;10.15;56.618876;-11.140665
2013;4;2013.25;Figure 4.12;Rockall;10.2;56.618876;-11.140665
2013;5;2013.33;Figure 4.12;Rockall;10.37;56.618876;-11.140665
2013;6;2013.42;Figure 4.12;Rockall;12.14;56.618876;-11.140665
2013;7;2013.5;Figure 4.12;Rockall;13.52;56.618876;-11.140665
2013;8;2013.58;Figure 4.12;Rockall;14.3;56.618876;-11.140665
2013;9;2013.67;Figure 4.12;Rockall;13.07;56.618876;-11.140665
2013;10;2013.75;Figure 4.12;Rockall;12.48;56.618876;-11.140665
2013;11;2013.83;Figure 4.12;Rockall;11.12;56.618876;-11.140665
2013;12;2013.92;Figure 4.12;Rockall;10.55;56.618876;-11.140665
1997;1;1997;Figure 4.12;Bailey;9.07;58.805067;-9.562202
1997;2;1997.08;Figure 4.12;Bailey;8.89;58.805067;-9.562202
1997;3;1997.17;Figure 4.12;Bailey;8.77;58.805067;-9.562202
1997;4;1997.25;Figure 4.12;Bailey;9.04;58.805067;-9.562202
1997;5;1997.33;Figure 4.12;Bailey;9.45;58.805067;-9.562202
1997;6;1997.42;Figure 4.12;Bailey;10.94;58.805067;-9.562202
1997;7;1997.5;Figure 4.12;Bailey;12.54;58.805067;-9.562202
1997;8;1997.58;Figure 4.12;Bailey;13.91;58.805067;-9.562202
1997;9;1997.67;Figure 4.12;Bailey;12.74;58.805067;-9.562202
1997;10;1997.75;Figure 4.12;Bailey;11.74;58.805067;-9.562202
1997;11;1997.83;Figure 4.12;Bailey;11.08;58.805067;-9.562202
1997;12;1997.92;Figure 4.12;Bailey;10.33;58.805067;-9.562202
1998;1;1998;Figure 4.12;Bailey;9.7;58.805067;-9.562202
1998;2;1998.08;Figure 4.12;Bailey;9.35;58.805067;-9.562202
1998;3;1998.17;Figure 4.12;Bailey;9.03;58.805067;-9.562202
1998;4;1998.25;Figure 4.12;Bailey;9.21;58.805067;-9.562202
1998;5;1998.33;Figure 4.12;Bailey;10;58.805067;-9.562202
1998;6;1998.42;Figure 4.12;Bailey;11.03;58.805067;-9.562202
1998;7;1998.5;Figure 4.12;Bailey;12.28;58.805067;-9.562202
1998;8;1998.58;Figure 4.12;Bailey;12.79;58.805067;-9.562202
1998;9;1998.67;Figure 4.12;Bailey;12.72;58.805067;-9.562202
1998;10;1998.75;Figure 4.12;Bailey;11.26;58.805067;-9.562202
1998;11;1998.83;Figure 4.12;Bailey;9.92;58.805067;-9.562202
1998;12;1998.92;Figure 4.12;Bailey;9.49;58.805067;-9.562202
1999;1;1999;Figure 4.12;Bailey;9.18;58.805067;-9.562202
1999;2;1999.08;Figure 4.12;Bailey;8.88;58.805067;-9.562202
1999;3;1999.17;Figure 4.12;Bailey;8.92;58.805067;-9.562202
1999;4;1999.25;Figure 4.12;Bailey;9.13;58.805067;-9.562202
1999;5;1999.33;Figure 4.12;Bailey;9.76;58.805067;-9.562202
1999;6;1999.42;Figure 4.12;Bailey;10.38;58.805067;-9.562202
1999;7;1999.5;Figure 4.12;Bailey;11.71;58.805067;-9.562202
1999;8;1999.58;Figure 4.12;Bailey;13.16;58.805067;-9.562202
1999;9;1999.67;Figure 4.12;Bailey;12.19;58.805067;-9.562202
1999;10;1999.75;Figure 4.12;Bailey;11.21;58.805067;-9.562202
1999;11;1999.83;Figure 4.12;Bailey;10.21;58.805067;-9.562202
1999;12;1999.92;Figure 4.12;Bailey;9.14;58.805067;-9.562202
2000;1;2000;Figure 4.12;Bailey;8.95;58.805067;-9.562202
2000;2;2000.08;Figure 4.12;Bailey;8.73;58.805067;-9.562202
2000;3;2000.17;Figure 4.12;Bailey;8.93;58.805067;-9.562202
2000;4;2000.25;Figure 4.12;Bailey;8.81;58.805067;-9.562202
2000;5;2000.33;Figure 4.12;Bailey;10.06;58.805067;-9.562202
2000;6;2000.42;Figure 4.12;Bailey;10.77;58.805067;-9.562202
2000;7;2000.5;Figure 4.12;Bailey;11.9;58.805067;-9.562202
2000;8;2000.58;Figure 4.12;Bailey;13.92;58.805067;-9.562202
2000;9;2000.67;Figure 4.12;Bailey;12.97;58.805067;-9.562202
2000;10;2000.75;Figure 4.12;Bailey;11.19;58.805067;-9.562202
2000;11;2000.83;Figure 4.12;Bailey;9.97;58.805067;-9.562202
2000;12;2000.92;Figure 4.12;Bailey;9.69;58.805067;-9.562202
2001;1;2001;Figure 4.12;Bailey;9.44;58.805067;-9.562202
2001;2;2001.08;Figure 4.12;Bailey;8.99;58.805067;-9.562202
2001;3;2001.17;Figure 4.12;Bailey;8.97;58.805067;-9.562202
2001;4;2001.25;Figure 4.12;Bailey;9.04;58.805067;-9.562202
2001;5;2001.33;Figure 4.12;Bailey;9.99;58.805067;-9.562202
2001;6;2001.42;Figure 4.12;Bailey;11.05;58.805067;-9.562202
2001;7;2001.5;Figure 4.12;Bailey;12.75;58.805067;-9.562202
2001;8;2001.58;Figure 4.12;Bailey;13.57;58.805067;-9.562202
2001;9;2001.67;Figure 4.12;Bailey;12.85;58.805067;-9.562202
2001;10;2001.75;Figure 4.12;Bailey;12.02;58.805067;-9.562202
2001;11;2001.83;Figure 4.12;Bailey;10.59;58.805067;-9.562202
2001;12;2001.92;Figure 4.12;Bailey;9.73;58.805067;-9.562202
2002;1;2002;Figure 4.12;Bailey;9.49;58.805067;-9.562202
2002;2;2002.08;Figure 4.12;Bailey;9.36;58.805067;-9.562202
2002;3;2002.17;Figure 4.12;Bailey;9.09;58.805067;-9.562202
2002;4;2002.25;Figure 4.12;Bailey;9.23;58.805067;-9.562202
2002;5;2002.33;Figure 4.12;Bailey;9.85;58.805067;-9.562202
2002;6;2002.42;Figure 4.12;Bailey;11.74;58.805067;-9.562202
2002;7;2002.5;Figure 4.12;Bailey;12.71;58.805067;-9.562202
2002;8;2002.58;Figure 4.12;Bailey;13.08;58.805067;-9.562202
2002;9;2002.67;Figure 4.12;Bailey;12.66;58.805067;-9.562202
2002;10;2002.75;Figure 4.12;Bailey;12.04;58.805067;-9.562202
2002;11;2002.83;Figure 4.12;Bailey;10.68;58.805067;-9.562202
2002;12;2002.92;Figure 4.12;Bailey;10.16;58.805067;-9.562202
2003;1;2003;Figure 4.12;Bailey;9.9;58.805067;-9.562202
2003;2;2003.08;Figure 4.12;Bailey;9.31;58.805067;-9.562202
2003;3;2003.17;Figure 4.12;Bailey;9.35;58.805067;-9.562202
2003;4;2003.25;Figure 4.12;Bailey;10;58.805067;-9.562202
2003;5;2003.33;Figure 4.12;Bailey;10.23;58.805067;-9.562202
2003;6;2003.42;Figure 4.12;Bailey;11.71;58.805067;-9.562202
2003;7;2003.5;Figure 4.12;Bailey;13.56;58.805067;-9.562202
2003;8;2003.58;Figure 4.12;Bailey;14.02;58.805067;-9.562202
2003;9;2003.67;Figure 4.12;Bailey;13.32;58.805067;-9.562202
2003;10;2003.75;Figure 4.12;Bailey;11.5;58.805067;-9.562202
2003;11;2003.83;Figure 4.12;Bailey;10.53;58.805067;-9.562202
2003;12;2003.92;Figure 4.12;Bailey;10.11;58.805067;-9.562202
2004;1;2004;Figure 4.12;Bailey;9.72;58.805067;-9.562202
2004;2;2004.08;Figure 4.12;Bailey;9.41;58.805067;-9.562202
2004;3;2004.17;Figure 4.12;Bailey;9.47;58.805067;-9.562202
2004;4;2004.25;Figure 4.12;Bailey;9.45;58.805067;-9.562202
2004;5;2004.33;Figure 4.12;Bailey;10.06;58.805067;-9.562202
2004;6;2004.42;Figure 4.12;Bailey;11.45;58.805067;-9.562202
2004;7;2004.5;Figure 4.12;Bailey;12.93;58.805067;-9.562202
2004;8;2004.58;Figure 4.12;Bailey;13.89;58.805067;-9.562202
2004;9;2004.67;Figure 4.12;Bailey;12.88;58.805067;-9.562202
2004;10;2004.75;Figure 4.12;Bailey;11.27;58.805067;-9.562202
2004;11;2004.83;Figure 4.12;Bailey;10.48;58.805067;-9.562202
2004;12;2004.92;Figure 4.12;Bailey;10.07;58.805067;-9.562202
2005;1;2005;Figure 4.12;Bailey;9.3;58.805067;-9.562202
2005;2;2005.08;Figure 4.12;Bailey;9.21;58.805067;-9.562202
2005;3;2005.17;Figure 4.12;Bailey;9.14;58.805067;-9.562202
2005;4;2005.25;Figure 4.12;Bailey;9.49;58.805067;-9.562202
2005;5;2005.33;Figure 4.12;Bailey;10.09;58.805067;-9.562202
2005;6;2005.42;Figure 4.12;Bailey;11.28;58.805067;-9.562202
2005;7;2005.5;Figure 4.12;Bailey;12.57;58.805067;-9.562202
2005;8;2005.58;Figure 4.12;Bailey;13.34;58.805067;-9.562202
2005;9;2005.67;Figure 4.12;Bailey;12.43;58.805067;-9.562202
2005;10;2005.75;Figure 4.12;Bailey;11.32;58.805067;-9.562202
2005;11;2005.83;Figure 4.12;Bailey;10.48;58.805067;-9.562202
2005;12;2005.92;Figure 4.12;Bailey;10.02;58.805067;-9.562202
2006;1;2006;Figure 4.12;Bailey;9.69;58.805067;-9.562202
2006;2;2006.08;Figure 4.12;Bailey;9.58;58.805067;-9.562202
2006;3;2006.17;Figure 4.12;Bailey;9.46;58.805067;-9.562202
2006;4;2006.25;Figure 4.12;Bailey;9.23;58.805067;-9.562202
2006;5;2006.33;Figure 4.12;Bailey;9.67;58.805067;-9.562202
2006;6;2006.42;Figure 4.12;Bailey;11.11;58.805067;-9.562202
2006;7;2006.5;Figure 4.12;Bailey;12.63;58.805067;-9.562202
2006;8;2006.58;Figure 4.12;Bailey;13.01;58.805067;-9.562202
2006;9;2006.67;Figure 4.12;Bailey;13.08;58.805067;-9.562202
2006;10;2006.75;Figure 4.12;Bailey;11.99;58.805067;-9.562202
2006;11;2006.83;Figure 4.12;Bailey;10.65;58.805067;-9.562202
2006;12;2006.92;Figure 4.12;Bailey;9.93;58.805067;-9.562202
2007;1;2007;Figure 4.12;Bailey;9.68;58.805067;-9.562202
2007;2;2007.08;Figure 4.12;Bailey;9.41;58.805067;-9.562202
2007;3;2007.17;Figure 4.12;Bailey;9.34;58.805067;-9.562202
2007;4;2007.25;Figure 4.12;Bailey;9.53;58.805067;-9.562202
2007;5;2007.33;Figure 4.12;Bailey;10.43;58.805067;-9.562202
2007;6;2007.42;Figure 4.12;Bailey;11.67;58.805067;-9.562202
2007;7;2007.5;Figure 4.12;Bailey;12.83;58.805067;-9.562202
2007;8;2007.58;Figure 4.12;Bailey;13;58.805067;-9.562202
2007;9;2007.67;Figure 4.12;Bailey;12.61;58.805067;-9.562202
2007;10;2007.75;Figure 4.12;Bailey;11.74;58.805067;-9.562202
2007;11;2007.83;Figure 4.12;Bailey;10.74;58.805067;-9.562202
2007;12;2007.92;Figure 4.12;Bailey;10.14;58.805067;-9.562202
2008;1;2008;Figure 4.12;Bailey;9.85;58.805067;-9.562202
2008;2;2008.08;Figure 4.12;Bailey;9.33;58.805067;-9.562202
2008;3;2008.17;Figure 4.12;Bailey;9.11;58.805067;-9.562202
2008;4;2008.25;Figure 4.12;Bailey;9.35;58.805067;-9.562202
2008;5;2008.33;Figure 4.12;Bailey;10.89;58.805067;-9.562202
2008;6;2008.42;Figure 4.12;Bailey;12.02;58.805067;-9.562202
2008;7;2008.5;Figure 4.12;Bailey;12.68;58.805067;-9.562202
2008;8;2008.58;Figure 4.12;Bailey;13.65;58.805067;-9.562202
2008;9;2008.67;Figure 4.12;Bailey;13.05;58.805067;-9.562202
2008;10;2008.75;Figure 4.12;Bailey;11.4;58.805067;-9.562202
2008;11;2008.83;Figure 4.12;Bailey;10.29;58.805067;-9.562202
2008;12;2008.92;Figure 4.12;Bailey;9.66;58.805067;-9.562202
2009;1;2009;Figure 4.12;Bailey;9.53;58.805067;-9.562202
2009;2;2009.08;Figure 4.12;Bailey;9.59;58.805067;-9.562202
2009;3;2009.17;Figure 4.12;Bailey;9.56;58.805067;-9.562202
2009;4;2009.25;Figure 4.12;Bailey;9.65;58.805067;-9.562202
2009;5;2009.33;Figure 4.12;Bailey;10.18;58.805067;-9.562202
2009;6;2009.42;Figure 4.12;Bailey;11.98;58.805067;-9.562202
2009;7;2009.5;Figure 4.12;Bailey;13.8;58.805067;-9.562202
2009;8;2009.58;Figure 4.12;Bailey;13.76;58.805067;-9.562202
2009;9;2009.67;Figure 4.12;Bailey;12.77;58.805067;-9.562202
2009;10;2009.75;Figure 4.12;Bailey;11.67;58.805067;-9.562202
2009;11;2009.83;Figure 4.12;Bailey;11.01;58.805067;-9.562202
2009;12;2009.92;Figure 4.12;Bailey;10.22;58.805067;-9.562202
2010;1;2010;Figure 4.12;Bailey;9.87;58.805067;-9.562202
2010;2;2010.08;Figure 4.12;Bailey;9.48;58.805067;-9.562202
2010;3;2010.17;Figure 4.12;Bailey;9.49;58.805067;-9.562202
2010;4;2010.25;Figure 4.12;Bailey;9.57;58.805067;-9.562202
2010;5;2010.33;Figure 4.12;Bailey;10.08;58.805067;-9.562202
2010;6;2010.42;Figure 4.12;Bailey;12.27;58.805067;-9.562202
2010;7;2010.5;Figure 4.12;Bailey;13.09;58.805067;-9.562202
2010;8;2010.58;Figure 4.12;Bailey;13.81;58.805067;-9.562202
2010;9;2010.67;Figure 4.12;Bailey;13.3;58.805067;-9.562202
2010;10;2010.75;Figure 4.12;Bailey;12;58.805067;-9.562202
2010;11;2010.83;Figure 4.12;Bailey;10.7;58.805067;-9.562202
2010;12;2010.92;Figure 4.12;Bailey;9.84;58.805067;-9.562202
2011;1;2011;Figure 4.12;Bailey;9.68;58.805067;-9.562202
2011;2;2011.08;Figure 4.12;Bailey;9.47;58.805067;-9.562202
2011;3;2011.17;Figure 4.12;Bailey;9.35;58.805067;-9.562202
2011;4;2011.25;Figure 4.12;Bailey;9.63;58.805067;-9.562202
2011;5;2011.33;Figure 4.12;Bailey;10.26;58.805067;-9.562202
2011;6;2011.42;Figure 4.12;Bailey;10.81;58.805067;-9.562202
2011;7;2011.5;Figure 4.12;Bailey;12.1;58.805067;-9.562202
2011;8;2011.58;Figure 4.12;Bailey;12.9;58.805067;-9.562202
2011;9;2011.67;Figure 4.12;Bailey;12.44;58.805067;-9.562202
2011;10;2011.75;Figure 4.12;Bailey;11.4;58.805067;-9.562202
2011;11;2011.83;Figure 4.12;Bailey;10.73;58.805067;-9.562202
2011;12;2011.92;Figure 4.12;Bailey;9.98;58.805067;-9.562202
2012;1;2012;Figure 4.12;Bailey;9.67;58.805067;-9.562202
2012;2;2012.08;Figure 4.12;Bailey;9.35;58.805067;-9.562202
2012;3;2012.17;Figure 4.12;Bailey;9.38;58.805067;-9.562202
2012;4;2012.25;Figure 4.12;Bailey;9.55;58.805067;-9.562202
2012;5;2012.33;Figure 4.12;Bailey;9.97;58.805067;-9.562202
2012;6;2012.42;Figure 4.12;Bailey;11.35;58.805067;-9.562202
2012;7;2012.5;Figure 4.12;Bailey;12.07;58.805067;-9.562202
2012;8;2012.58;Figure 4.12;Bailey;13.3;58.805067;-9.562202
2012;9;2012.67;Figure 4.12;Bailey;12.3;58.805067;-9.562202
2012;10;2012.75;Figure 4.12;Bailey;11.08;58.805067;-9.562202
2012;11;2012.83;Figure 4.12;Bailey;10.16;58.805067;-9.562202
2012;12;2012.92;Figure 4.12;Bailey;9.85;58.805067;-9.562202
2013;1;2013;Figure 4.12;Bailey;9.52;58.805067;-9.562202
2013;2;2013.08;Figure 4.12;Bailey;9.39;58.805067;-9.562202
2013;3;2013.17;Figure 4.12;Bailey;9.41;58.805067;-9.562202
2013;4;2013.25;Figure 4.12;Bailey;9.58;58.805067;-9.562202
2013;5;2013.33;Figure 4.12;Bailey;9.71;58.805067;-9.562202
2013;6;2013.42;Figure 4.12;Bailey;11.26;58.805067;-9.562202
2013;7;2013.5;Figure 4.12;Bailey;12.18;58.805067;-9.562202
2013;8;2013.58;Figure 4.12;Bailey;13.13;58.805067;-9.562202
2013;9;2013.67;Figure 4.12;Bailey;12.07;58.805067;-9.562202
2013;10;2013.75;Figure 4.12;Bailey;11.55;58.805067;-9.562202
2013;11;2013.83;Figure 4.12;Bailey;10.46;58.805067;-9.562202
2013;12;2013.92;Figure 4.12;Bailey;9.81;58.805067;-9.562202
1997;1;1997;Figure 4.12;Faroe Shetland Channel;7.76;62.213166;-3.273017
1997;2;1997.08;Figure 4.12;Faroe Shetland Channel;7.46;62.213166;-3.273017
1997;3;1997.17;Figure 4.12;Faroe Shetland Channel;7.27;62.213166;-3.273017
1997;4;1997.25;Figure 4.12;Faroe Shetland Channel;7.46;62.213166;-3.273017
1997;5;1997.33;Figure 4.12;Faroe Shetland Channel;8.18;62.213166;-3.273017
1997;6;1997.42;Figure 4.12;Faroe Shetland Channel;9.56;62.213166;-3.273017
1997;7;1997.5;Figure 4.12;Faroe Shetland Channel;11.54;62.213166;-3.273017
1997;8;1997.58;Figure 4.12;Faroe Shetland Channel;12.69;62.213166;-3.273017
1997;9;1997.67;Figure 4.12;Faroe Shetland Channel;11.39;62.213166;-3.273017
1997;10;1997.75;Figure 4.12;Faroe Shetland Channel;9.91;62.213166;-3.273017
1997;11;1997.83;Figure 4.12;Faroe Shetland Channel;9.06;62.213166;-3.273017
1997;12;1997.92;Figure 4.12;Faroe Shetland Channel;8.67;62.213166;-3.273017
1998;1;1998;Figure 4.12;Faroe Shetland Channel;8.53;62.213166;-3.273017
1998;2;1998.08;Figure 4.12;Faroe Shetland Channel;8.14;62.213166;-3.273017
1998;3;1998.17;Figure 4.12;Faroe Shetland Channel;7.9;62.213166;-3.273017
1998;4;1998.25;Figure 4.12;Faroe Shetland Channel;8.24;62.213166;-3.273017
1998;5;1998.33;Figure 4.12;Faroe Shetland Channel;9.13;62.213166;-3.273017
1998;6;1998.42;Figure 4.12;Faroe Shetland Channel;9.77;62.213166;-3.273017
1998;7;1998.5;Figure 4.12;Faroe Shetland Channel;10.99;62.213166;-3.273017
1998;8;1998.58;Figure 4.12;Faroe Shetland Channel;11.49;62.213166;-3.273017
1998;9;1998.67;Figure 4.12;Faroe Shetland Channel;11.44;62.213166;-3.273017
1998;10;1998.75;Figure 4.12;Faroe Shetland Channel;10.01;62.213166;-3.273017
1998;11;1998.83;Figure 4.12;Faroe Shetland Channel;8.8;62.213166;-3.273017
1998;12;1998.92;Figure 4.12;Faroe Shetland Channel;8.34;62.213166;-3.273017
1999;1;1999;Figure 4.12;Faroe Shetland Channel;7.96;62.213166;-3.273017
1999;2;1999.08;Figure 4.12;Faroe Shetland Channel;7.57;62.213166;-3.273017
1999;3;1999.17;Figure 4.12;Faroe Shetland Channel;7.31;62.213166;-3.273017
1999;4;1999.25;Figure 4.12;Faroe Shetland Channel;7.7;62.213166;-3.273017
1999;5;1999.33;Figure 4.12;Faroe Shetland Channel;8.61;62.213166;-3.273017
1999;6;1999.42;Figure 4.12;Faroe Shetland Channel;9.61;62.213166;-3.273017
1999;7;1999.5;Figure 4.12;Faroe Shetland Channel;11.18;62.213166;-3.273017
1999;8;1999.58;Figure 4.12;Faroe Shetland Channel;12.03;62.213166;-3.273017
1999;9;1999.67;Figure 4.12;Faroe Shetland Channel;11.25;62.213166;-3.273017
1999;10;1999.75;Figure 4.12;Faroe Shetland Channel;10.1;62.213166;-3.273017
1999;11;1999.83;Figure 4.12;Faroe Shetland Channel;9.23;62.213166;-3.273017
